t,I0,Tmax,fracLeft,V_CL_plus,V_CL_minus,V1_1,V1_2,V1_3,V1_4,V1_5,V1_6,V1_7,V1_8,V1_9,V1_10,V2_1,V2_2,V2_3,V2_4,V2_5,V2_6,V2_7,V2_8,V2_9,V2_10,RTD1_1,RTD1_2,RTD1_3,RTD1_4,RTD1_5,RTD1_6,RTD1_7,RTD1_8,RTD2_1,RTD2_2,RTD2_3,RTD2_4,RTD2_5,RTD2_6,RTD2_7,RTD2_8,H1,H2
0.92,217.672,81.7769,0.438298,0,9.2664e-07,1.02936e-08,1.28105e-08,1.53728e-08,1.93062e-08,9.67503e-08,8.3084e-07,9.07439e-07,9.11268e-07,9.13855e-07,9.16515e-07,8.79268e-08,1.61991e-07,2.36344e-07,3.13418e-07,4.07453e-07,5.19831e-07,6.13333e-07,6.89472e-07,7.64038e-07,8.39186e-07,77.009,77.0197,77.2785,79.2103,79.2017,77.2766,77.0196,77.009,77.0988,77.1029,77.1283,77.3012,77.3005,77.128,77.1029,77.0988,-999,-999
0.94,217.672,81.646,0.441079,0,8.72107e-07,1.05427e-08,1.32814e-08,1.60814e-08,2.05147e-08,1.00289e-07,7.72731e-07,8.51676e-07,8.56011e-07,8.58835e-07,8.61697e-07,8.27241e-08,1.52024e-07,2.21657e-07,2.94146e-07,3.83187e-07,4.89516e-07,5.78056e-07,6.49669e-07,7.19501e-07,7.89816e-07,77.0096,77.023,77.3068,79.2291,79.2207,77.3048,77.0228,77.0096,77.098,77.1028,77.1319,77.3119,77.3112,77.1316,77.1028,77.098,-999,-999
0.96,217.672,81.5235,0.443622,0,8.25126e-07,1.07881e-08,1.37456e-08,1.67833e-08,2.17371e-08,1.03491e-07,7.22513e-07,8.03458e-07,8.08317e-07,8.11378e-07,8.14444e-07,7.82376e-08,1.43428e-07,2.08993e-07,2.77549e-07,3.6229e-07,4.63392e-07,5.47661e-07,6.15391e-07,6.81144e-07,7.47289e-07,77.0101,77.0265,77.3349,79.2434,79.2354,77.3328,77.0264,77.0101,77.0973,77.1028,77.1357,77.3223,77.3216,77.1353,77.1028,77.0973,-999,-999
0.98,217.672,81.4087,0.445957,0,7.84311e-07,1.1029e-08,1.42019e-08,1.74772e-08,2.29699e-08,1.06388e-07,6.78769e-07,7.614e-07,7.668e-07,7.70097e-07,7.73369e-07,7.43352e-08,1.35949e-07,1.97981e-07,2.63135e-07,3.44142e-07,4.40691e-07,5.21252e-07,5.85624e-07,6.47833e-07,7.10349e-07,77.0107,77.0305,77.3627,79.2538,79.2461,77.3604,77.0303,77.0107,77.0965,77.1029,77.1397,77.3324,77.3317,77.1393,77.1028,77.0965,-999,-999
1,217.672,81.3008,0.448107,0,7.48585e-07,1.12651e-08,1.46495e-08,1.81621e-08,2.42098e-08,1.09009e-07,6.40393e-07,7.24427e-07,7.30382e-07,7.33916e-07,7.37392e-07,7.09144e-08,1.29391e-07,1.88332e-07,2.50521e-07,3.28263e-07,4.20816e-07,4.98134e-07,5.59579e-07,6.18687e-07,6.78022e-07,77.0113,77.0348,77.39,79.2609,79.2535,77.3877,77.0346,77.0113,77.0958,77.103,77.1438,77.3422,77.3415,77.1435,77.1029,77.0958,-999,-999
1.01,217.672,81.2484,0.449133,0,7.32154e-07,1.13827e-08,1.48726e-08,1.85047e-08,2.48386e-08,1.10262e-07,6.22694e-07,7.07365e-07,7.13606e-07,7.17259e-07,7.20838e-07,6.93405e-08,1.26374e-07,1.83892e-07,2.44722e-07,3.20962e-07,4.11674e-07,4.875e-07,5.47603e-07,6.05284e-07,6.63155e-07,77.0116,77.0371,77.4035,79.2636,79.2563,77.4012,77.0369,77.0116,77.0954,77.1031,77.146,77.347,77.3463,77.1456,77.103,77.0954,-999,-999
1.03,217.672,81.1497,0.451045,0,7.0256e-07,1.1611e-08,1.53063e-08,1.91747e-08,2.60839e-08,1.12515e-07,5.90819e-07,6.76522e-07,6.83337e-07,6.87227e-07,6.91007e-07,6.64995e-08,1.20927e-07,1.75884e-07,2.34276e-07,3.07815e-07,3.95205e-07,4.68348e-07,5.26045e-07,5.81158e-07,6.36384e-07,77.0123,77.042,77.43,79.2664,79.2594,77.4276,77.0417,77.0123,77.0947,77.1033,77.1504,77.3564,77.3558,77.15,77.1033,77.0947,-999,-999
1.05,217.672,81.0563,0.45282,0,6.76242e-07,1.1834e-08,1.57304e-08,1.98345e-08,2.73298e-08,1.14558e-07,5.62433e-07,6.48956e-07,6.56355e-07,6.6048e-07,6.6446e-07,6.3968e-08,1.16073e-07,1.68753e-07,2.24988e-07,2.96127e-07,3.80555e-07,4.51315e-07,5.06884e-07,5.59712e-07,6.12582e-07,77.013,77.0472,77.4559,79.2668,79.26,77.4534,77.0469,77.013,77.094,77.1036,77.155,77.3656,77.3649,77.1546,77.1036,77.094,-999,-999
1.07,217.672,80.9678,0.454474,0,6.52712e-07,1.20515e-08,1.61448e-08,2.04842e-08,2.8574e-08,1.16411e-07,5.37025e-07,6.24181e-07,6.32172e-07,6.36532e-07,6.40707e-07,6.16998e-08,1.11723e-07,1.62368e-07,2.16686e-07,2.8568e-07,3.67454e-07,4.36085e-07,4.89762e-07,5.40549e-07,5.91307e-07,77.0137,77.0527,77.481,79.265,79.2585,77.4785,77.0524,77.0137,77.0932,77.104,77.1597,77.3745,77.3738,77.1593,77.104,77.0932,-999,-999
1.09,217.672,80.8838,0.456017,0,6.31572e-07,1.22636e-08,1.65496e-08,2.11236e-08,2.98147e-08,1.18093e-07,5.14179e-07,6.01801e-07,6.10389e-07,6.14984e-07,6.19352e-07,5.96572e-08,1.07805e-07,1.56623e-07,2.09227e-07,2.76298e-07,3.55681e-07,4.22401e-07,4.74387e-07,5.23341e-07,5.72198e-07,77.0146,77.0585,77.5053,79.2615,79.2553,77.5028,77.0582,77.0145,77.0926,77.1045,77.1644,77.3832,77.3825,77.164,77.1044,77.0926,-999,-999
1.11,217.672,80.8039,0.457461,0,6.12494e-07,1.24703e-08,1.69448e-08,2.17529e-08,3.10499e-08,1.19622e-07,4.9355e-07,5.81488e-07,5.9068e-07,5.95508e-07,6.00065e-07,5.78093e-08,1.04261e-07,1.51431e-07,2.02498e-07,2.67833e-07,3.45054e-07,4.10051e-07,4.60521e-07,5.07822e-07,5.54957e-07,77.0154,77.0647,77.5289,79.2564,79.2504,77.5263,77.0643,77.0154,77.0919,77.1051,77.1693,77.3916,77.3909,77.1689,77.105,77.0919,-999,-999
1.13,217.672,80.7278,0.458816,0,5.95206e-07,1.26716e-08,1.73306e-08,2.23724e-08,3.2278e-08,1.21014e-07,4.74848e-07,5.62973e-07,5.7277e-07,5.77831e-07,5.82574e-07,5.61302e-08,1.01041e-07,1.46718e-07,1.964e-07,2.60165e-07,3.35422e-07,3.98859e-07,4.47963e-07,4.93766e-07,5.39338e-07,77.0163,77.0711,77.5516,79.25,79.2441,77.549,77.0707,77.0163,77.0912,77.1058,77.1743,77.3998,77.3991,77.1739,77.1057,77.0912,-999,-999
1.15,217.672,80.6552,0.460089,0,5.7948e-07,1.28677e-08,1.77073e-08,2.29821e-08,3.34975e-08,1.22283e-07,4.57834e-07,5.46029e-07,5.56431e-07,5.61726e-07,5.6665e-07,5.45984e-08,9.81041e-08,1.42425e-07,1.90854e-07,2.53192e-07,3.26658e-07,3.88678e-07,4.36546e-07,4.80989e-07,5.25135e-07,77.0173,77.0777,77.5735,79.2423,79.2367,77.5709,77.0773,77.0173,77.0906,77.1065,77.1793,77.4078,77.4071,77.1789,77.1064,77.0906,-999,-999
1.17,217.672,80.5858,0.461288,0,5.65124e-07,1.30586e-08,1.8075e-08,2.35825e-08,3.4707e-08,1.2344e-07,4.42301e-07,5.30465e-07,5.41473e-07,5.47e-07,5.52102e-07,5.31959e-08,9.54151e-08,1.38499e-07,1.85793e-07,2.46829e-07,3.18655e-07,3.79382e-07,4.26131e-07,4.69333e-07,5.12174e-07,77.0184,77.0845,77.5946,79.2336,79.2282,77.5919,77.0841,77.0183,77.09,77.1073,77.1844,77.4155,77.4149,77.184,77.1072,77.09,-999,-999
1.19,217.672,80.5195,0.462419,0,5.51976e-07,1.32444e-08,1.84341e-08,2.41738e-08,3.59054e-08,1.24497e-07,4.28078e-07,5.1612e-07,5.27731e-07,5.3349e-07,5.38768e-07,5.19074e-08,9.29451e-08,1.34897e-07,1.81158e-07,2.41003e-07,3.11323e-07,3.70868e-07,4.16597e-07,4.58664e-07,5.00307e-07,77.0195,77.0916,77.6148,79.224,79.2188,77.6121,77.0911,77.0194,77.0894,77.1082,77.1896,77.4231,77.4224,77.1891,77.1081,77.0894,-999,-999
1.21,217.672,80.4559,0.463488,0,5.39896e-07,1.34254e-08,1.87848e-08,2.47563e-08,3.70915e-08,1.25463e-07,4.15014e-07,5.02856e-07,5.15068e-07,5.21058e-07,5.26507e-07,5.07198e-08,9.06692e-08,1.31584e-07,1.76901e-07,2.35652e-07,3.04586e-07,3.63045e-07,4.07845e-07,4.4887e-07,4.89409e-07,77.0207,77.0988,77.6342,79.2137,79.2086,77.6315,77.0983,77.0206,77.0888,77.1093,77.1947,77.4304,77.4298,77.1943,77.1091,77.0888,-999,-999
1.23,217.672,80.395,0.4645,0,5.28767e-07,1.36017e-08,1.91274e-08,2.53303e-08,3.82644e-08,1.26348e-07,4.02984e-07,4.90556e-07,5.03363e-07,5.09585e-07,5.15202e-07,4.9622e-08,8.85659e-08,1.28526e-07,1.7298e-07,2.30724e-07,2.98377e-07,3.55837e-07,3.99785e-07,4.39853e-07,4.79371e-07,77.0219,77.1062,77.6528,79.2027,79.1977,77.6501,77.1057,77.0219,77.0883,77.1103,77.1999,77.4376,77.4369,77.1994,77.1102,77.0883,-999,-999
1.25,217.672,80.3365,0.46546,0,5.18487e-07,1.37734e-08,1.94624e-08,2.58961e-08,3.94233e-08,1.27159e-07,3.91876e-07,4.79119e-07,4.92515e-07,4.98967e-07,5.0475e-07,4.86043e-08,8.66169e-08,1.25696e-07,1.69359e-07,2.26174e-07,2.9264e-07,3.49176e-07,3.92345e-07,4.3153e-07,4.70103e-07,77.0233,77.1137,77.6706,79.1911,79.1863,77.6679,77.1131,77.0232,77.0878,77.1115,77.2051,77.4445,77.4439,77.2046,77.1114,77.0878,-999,-999
1.27,217.672,80.2803,0.466371,0,5.08966e-07,1.39406e-08,1.97899e-08,2.6454e-08,4.05674e-08,1.27904e-07,3.81596e-07,4.68455e-07,4.82435e-07,4.89117e-07,4.95062e-07,4.76585e-08,8.48063e-08,1.23072e-07,1.66007e-07,2.21962e-07,2.87325e-07,3.43007e-07,3.85458e-07,4.23827e-07,4.61522e-07,77.0247,77.1214,77.6876,79.179,79.1744,77.6849,77.1207,77.0246,77.0874,77.1128,77.2104,77.4513,77.4507,77.2099,77.1126,77.0873,-999,-999
1.29,217.672,80.2262,0.467238,0,5.00127e-07,1.41037e-08,2.01102e-08,2.70044e-08,4.16961e-08,1.28588e-07,3.72059e-07,4.5849e-07,4.73045e-07,4.79957e-07,4.86061e-07,4.67773e-08,8.31202e-08,1.20633e-07,1.62896e-07,2.18053e-07,2.82389e-07,3.37279e-07,3.79069e-07,4.16681e-07,4.53561e-07,77.0262,77.1291,77.7039,79.1665,79.162,77.7012,77.1284,77.0261,77.0869,77.1141,77.2156,77.4579,77.4573,77.2151,77.1139,77.0869,-999,-999
1.31,217.672,80.1741,0.468064,0,4.91905e-07,1.42626e-08,2.04238e-08,2.75475e-08,4.28089e-08,1.29218e-07,3.63193e-07,4.49156e-07,4.64277e-07,4.71419e-07,4.7768e-07,4.59544e-08,8.15465e-08,1.1836e-07,1.60004e-07,2.14418e-07,2.77795e-07,3.31948e-07,3.73128e-07,4.10039e-07,4.46156e-07,77.0278,77.1369,77.7193,79.1536,79.1493,77.7166,77.1362,77.0277,77.0865,77.1155,77.2208,77.4643,77.4637,77.2203,77.1153,77.0865,-999,-999
1.33,217.672,80.1239,0.468851,0,4.84238e-07,1.44176e-08,2.07309e-08,2.80835e-08,4.39053e-08,1.29798e-07,3.54934e-07,4.40396e-07,4.56074e-07,4.63444e-07,4.69859e-07,4.51843e-08,8.00748e-08,1.16238e-07,1.57308e-07,2.1103e-07,2.73511e-07,3.26977e-07,3.67592e-07,4.03851e-07,4.39256e-07,77.0294,77.1447,77.7341,79.1405,79.1363,77.7314,77.1441,77.0293,77.0862,77.117,77.226,77.4706,77.4699,77.2255,77.1168,77.0861,-999,-999
1.35,217.672,80.0755,0.469603,0,4.77077e-07,1.45688e-08,2.10318e-08,2.86127e-08,4.49849e-08,1.30332e-07,3.47226e-07,4.32156e-07,4.48382e-07,4.5598e-07,4.62547e-07,4.44622e-08,7.86956e-08,1.14253e-07,1.54792e-07,2.07867e-07,2.69508e-07,3.22332e-07,3.62423e-07,3.98074e-07,4.32813e-07,77.0312,77.1526,77.7481,79.1271,79.123,77.7455,77.1519,77.0311,77.0858,77.1185,77.2312,77.4767,77.476,77.2307,77.1183,77.0858,-999,-999
1.37,217.672,80.0288,0.470322,0,4.70375e-07,1.47163e-08,2.13267e-08,2.91354e-08,4.60476e-08,1.30825e-07,3.40019e-07,4.24393e-07,4.41156e-07,4.48982e-07,4.55698e-07,4.37837e-08,7.74009e-08,1.12394e-07,1.52439e-07,2.04909e-07,2.65759e-07,3.17982e-07,3.57588e-07,3.92672e-07,4.26785e-07,77.033,77.1606,77.7615,79.1135,79.1096,77.7588,77.1598,77.0329,77.0856,77.1201,77.2364,77.4826,77.482,77.2359,77.1199,77.0855,-999,-999
1.39,217.672,79.9837,0.471009,0,4.64091e-07,1.48604e-08,2.1616e-08,2.96518e-08,4.70929e-08,1.31281e-07,3.33268e-07,4.17065e-07,4.34355e-07,4.42407e-07,4.4927e-07,4.31451e-08,7.61832e-08,1.10648e-07,1.50234e-07,2.02136e-07,2.62243e-07,3.13903e-07,3.53056e-07,3.87611e-07,4.21137e-07,77.0349,77.1685,77.7742,79.0998,79.0959,77.7716,77.1677,77.0347,77.0853,77.1218,77.2416,77.4884,77.4878,77.241,77.1216,77.0853,-999,-999
1.41,217.672,79.94,0.471668,0,4.58189e-07,1.50012e-08,2.19e-08,3.0162e-08,4.81208e-08,1.31703e-07,3.26935e-07,4.10138e-07,4.27942e-07,4.36221e-07,4.43229e-07,4.2543e-08,7.50362e-08,1.09007e-07,1.48166e-07,1.99534e-07,2.5894e-07,3.1007e-07,3.48802e-07,3.82861e-07,4.15834e-07,77.0368,77.1764,77.7863,79.0859,79.0822,77.7836,77.1756,77.0367,77.0851,77.1235,77.2467,77.494,77.4934,77.2462,77.1233,77.0851,-999,-999
1.43,217.672,79.8978,0.4723,0,4.52638e-07,1.51387e-08,2.21788e-08,3.06663e-08,4.91311e-08,1.32093e-07,3.20983e-07,4.03578e-07,4.21886e-07,4.3039e-07,4.37541e-07,4.19745e-08,7.3954e-08,1.07462e-07,1.46221e-07,1.97088e-07,2.55831e-07,3.06463e-07,3.44803e-07,3.78397e-07,4.10848e-07,77.0389,77.1843,77.7977,79.0719,79.0683,77.7951,77.1835,77.0387,77.0849,77.1253,77.2518,77.4995,77.4989,77.2513,77.1251,77.0849,-999,-999
1.45,217.672,79.8569,0.472907,0,4.47409e-07,1.52733e-08,2.24527e-08,3.11648e-08,5.01239e-08,1.32455e-07,3.15382e-07,3.97357e-07,4.16157e-07,4.24885e-07,4.32177e-07,4.14368e-08,7.29316e-08,1.06006e-07,1.44392e-07,1.94784e-07,2.52901e-07,3.03063e-07,3.41036e-07,3.74194e-07,4.06154e-07,77.041,77.1922,77.8086,79.0579,79.0544,77.806,77.1914,77.0408,77.0848,77.1272,77.2569,77.5048,77.5042,77.2563,77.127,77.0847,-999,-999
1.47,217.672,79.8172,0.47349,0,4.42475e-07,1.54048e-08,2.27219e-08,3.16577e-08,5.10989e-08,1.3279e-07,3.10104e-07,3.91449e-07,4.10729e-07,4.19681e-07,4.27113e-07,4.09275e-08,7.19643e-08,1.04631e-07,1.42668e-07,1.92613e-07,2.50136e-07,2.99853e-07,3.37483e-07,3.70232e-07,4.01727e-07,77.0431,77.2001,77.8188,79.0439,79.0405,77.8163,77.1992,77.043,77.0847,77.1291,77.2619,77.5101,77.5095,77.2614,77.1289,77.0847,-999,-999
1.49,217.672,79.7788,0.47405,0,4.37814e-07,1.55336e-08,2.29867e-08,3.21452e-08,5.20564e-08,1.33102e-07,3.05123e-07,3.85832e-07,4.0558e-07,4.14754e-07,4.22324e-07,4.04445e-08,7.10479e-08,1.03331e-07,1.4104e-07,1.90562e-07,2.47522e-07,2.96819e-07,3.34127e-07,3.66491e-07,3.97546e-07,77.0454,77.2079,77.8286,79.0298,79.0265,77.826,77.207,77.0452,77.0846,77.1311,77.2669,77.5151,77.5145,77.2663,77.1309,77.0846,-999,-999
1.51,217.672,79.7416,0.47459,0,4.33405e-07,1.56597e-08,2.32473e-08,3.26274e-08,5.29962e-08,1.33391e-07,3.00416e-07,3.80484e-07,4.00688e-07,4.10084e-07,4.17789e-07,3.99858e-08,7.01788e-08,1.02101e-07,1.39503e-07,1.88624e-07,2.45048e-07,2.93947e-07,3.30953e-07,3.62955e-07,3.93593e-07,77.0477,77.2156,77.8378,79.0158,79.0125,77.8352,77.2147,77.0475,77.0846,77.1331,77.2718,77.5201,77.5195,77.2713,77.1329,77.0846,-999,-999
1.53,217.672,79.7054,0.47511,0,4.29229e-07,1.57832e-08,2.35038e-08,3.31044e-08,5.39186e-08,1.3366e-07,2.95963e-07,3.75387e-07,3.96034e-07,4.0565e-07,4.1349e-07,3.95497e-08,6.93534e-08,1.00935e-07,1.38049e-07,1.8679e-07,2.42703e-07,2.91225e-07,3.27948e-07,3.59608e-07,3.89851e-07,77.05,77.2233,77.8465,79.0017,78.9986,77.8439,77.2224,77.0498,77.0847,77.1352,77.2767,77.5249,77.5243,77.2762,77.1349,77.0846,-999,-999
1.55,217.672,79.6703,0.475611,0,4.25269e-07,1.59043e-08,2.37565e-08,3.35763e-08,5.48236e-08,1.3391e-07,2.91745e-07,3.70523e-07,3.91601e-07,4.01436e-07,4.09409e-07,3.91346e-08,6.85688e-08,9.98295e-08,1.36673e-07,1.85052e-07,2.40478e-07,2.88642e-07,3.25098e-07,3.56436e-07,3.86304e-07,77.0524,77.2309,77.8547,78.9877,78.9847,77.8522,77.23,77.0522,77.0847,77.1373,77.2816,77.5296,77.5291,77.281,77.137,77.0847,-999,-999
1.57,217.672,79.6362,0.476095,0,4.21509e-07,1.6023e-08,2.40054e-08,3.40433e-08,5.57114e-08,1.34143e-07,2.87745e-07,3.65876e-07,3.87374e-07,3.97427e-07,4.05532e-07,3.87391e-08,6.78222e-08,9.87799e-08,1.35368e-07,1.83403e-07,2.38365e-07,2.86187e-07,3.22392e-07,3.53426e-07,3.82937e-07,77.0549,77.2384,77.8624,78.9738,78.9708,77.8599,77.2375,77.0547,77.0848,77.1394,77.2864,77.5342,77.5337,77.2858,77.1392,77.0848,-999,-999
1.59,217.672,79.6031,0.476562,0,4.17936e-07,1.61395e-08,2.42509e-08,3.45054e-08,5.65821e-08,1.34361e-07,2.83947e-07,3.61433e-07,3.83338e-07,3.93607e-07,4.01842e-07,3.83618e-08,6.71111e-08,9.77824e-08,1.3413e-07,1.81837e-07,2.36355e-07,2.83852e-07,3.19821e-07,3.50567e-07,3.79739e-07,77.0574,77.2458,77.8697,78.9599,78.957,77.8673,77.2449,77.0572,77.085,77.1416,77.2912,77.5387,77.5381,77.2906,77.1414,77.0849,-999,-999
1.61,217.672,79.5708,0.477013,0,4.14536e-07,1.62539e-08,2.44929e-08,3.49627e-08,5.74359e-08,1.34563e-07,2.80338e-07,3.57181e-07,3.7948e-07,3.89965e-07,3.98329e-07,3.80015e-08,6.6433e-08,9.68335e-08,1.32954e-07,1.80348e-07,2.34441e-07,2.81628e-07,3.17374e-07,3.47848e-07,3.76698e-07,77.06,77.2532,77.8766,78.9461,78.9432,77.8741,77.2522,77.0598,77.0852,77.1439,77.2959,77.5431,77.5425,77.2953,77.1436,77.0851,-999,-999
1.63,217.672,79.5394,0.47745,0,4.11298e-07,1.63662e-08,2.47318e-08,3.54153e-08,5.8273e-08,1.34752e-07,2.76905e-07,3.53106e-07,3.75789e-07,3.86487e-07,3.94979e-07,3.76572e-08,6.5786e-08,9.59302e-08,1.31836e-07,1.78932e-07,2.32617e-07,2.79508e-07,3.15043e-07,3.4526e-07,3.73803e-07,77.0626,77.2604,77.883,78.9323,78.9296,77.8806,77.2595,77.0624,77.0854,77.1461,77.3005,77.5473,77.5468,77.3,77.1458,77.0853,-999,-999
1.65,217.672,79.5089,0.477872,0,4.08211e-07,1.64765e-08,2.49675e-08,3.58633e-08,5.90937e-08,1.34929e-07,2.73635e-07,3.49199e-07,3.72254e-07,3.83164e-07,3.91783e-07,3.73278e-08,6.5168e-08,9.50694e-08,1.30772e-07,1.77582e-07,2.30877e-07,2.77484e-07,3.12821e-07,3.42794e-07,3.71043e-07,77.0653,77.2676,77.8891,78.9187,78.916,77.8867,77.2666,77.0651,77.0857,77.1484,77.3052,77.5515,77.5509,77.3046,77.1481,77.0856,-999,-999
1.67,217.672,79.4792,0.478281,0,4.05266e-07,1.65849e-08,2.52003e-08,3.63068e-08,5.98981e-08,1.35093e-07,2.70519e-07,3.4545e-07,3.68864e-07,3.79984e-07,3.88729e-07,3.70125e-08,6.45774e-08,9.42487e-08,1.2976e-07,1.76296e-07,2.29216e-07,2.75552e-07,3.10699e-07,3.40442e-07,3.68411e-07,77.068,77.2746,77.8947,78.9051,78.9025,77.8924,77.2736,77.0678,77.086,77.1507,77.3097,77.5556,77.555,77.3091,77.1505,77.0859,-999,-999
1.69,217.672,79.4502,0.478677,0,4.02452e-07,1.66916e-08,2.54302e-08,3.67457e-08,6.06865e-08,1.35248e-07,2.67546e-07,3.41849e-07,3.65611e-07,3.7694e-07,3.8581e-07,3.67104e-08,6.40124e-08,9.34654e-08,1.28795e-07,1.75069e-07,2.27628e-07,2.73703e-07,3.08673e-07,3.38196e-07,3.65899e-07,77.0707,77.2815,77.9001,78.8917,78.8891,77.8977,77.2806,77.0705,77.0863,77.1531,77.3142,77.5595,77.559,77.3136,77.1528,77.0862,-999,-999
1.71,217.672,79.422,0.479061,0,3.99763e-07,1.67965e-08,2.56574e-08,3.71803e-08,6.14592e-08,1.35392e-07,2.64707e-07,3.38387e-07,3.62487e-07,3.74023e-07,3.83016e-07,3.64207e-08,6.34716e-08,9.27174e-08,1.27874e-07,1.73897e-07,2.26109e-07,2.71934e-07,3.06735e-07,3.3605e-07,3.63497e-07,77.0735,77.2884,77.905,78.8783,78.8759,77.9027,77.2874,77.0733,77.0867,77.1555,77.3187,77.5634,77.5628,77.3181,77.1552,77.0866,-999,-999
1.73,217.672,79.3945,0.479433,0,3.9719e-07,1.68998e-08,2.5882e-08,3.76104e-08,6.22164e-08,1.35526e-07,2.61994e-07,3.35058e-07,3.59483e-07,3.71225e-07,3.8034e-07,3.61428e-08,6.29535e-08,9.20027e-08,1.26996e-07,1.72776e-07,2.24654e-07,2.7024e-07,3.0488e-07,3.33997e-07,3.61201e-07,77.0763,77.2951,77.9097,78.8651,78.8627,77.9074,77.2941,77.0761,77.0871,77.1579,77.3231,77.5671,77.5666,77.3225,77.1576,77.087,-999,-999
1.75,217.672,79.3676,0.479795,0,3.94726e-07,1.70015e-08,2.61041e-08,3.80363e-08,6.29584e-08,1.35653e-07,2.59399e-07,3.31852e-07,3.56593e-07,3.68538e-07,3.77775e-07,3.58759e-08,6.2457e-08,9.13192e-08,1.26157e-07,1.71705e-07,2.2326e-07,2.68615e-07,3.03102e-07,3.32032e-07,3.59002e-07,77.0792,77.3017,77.914,78.852,78.8496,77.9118,77.3007,77.0789,77.0876,77.1603,77.3274,77.5708,77.5703,77.3268,77.16,77.0875,-999,-999
1.77,217.672,79.3415,0.480146,0,3.92365e-07,1.71017e-08,2.63237e-08,3.84578e-08,6.36853e-08,1.35771e-07,2.56915e-07,3.28765e-07,3.5381e-07,3.65957e-07,3.75315e-07,3.56195e-08,6.19807e-08,9.06653e-08,1.25355e-07,1.70679e-07,2.21923e-07,2.67056e-07,3.01398e-07,3.3015e-07,3.56897e-07,77.082,77.3082,77.918,78.839,78.8367,77.9158,77.3071,77.0817,77.0881,77.1627,77.3317,77.5744,77.5739,77.3311,77.1624,77.088,-999,-999
1.79,217.672,79.3159,0.480487,0,3.90101e-07,1.72004e-08,2.65409e-08,3.88751e-08,6.43976e-08,1.35881e-07,2.54535e-07,3.25789e-07,3.51128e-07,3.63475e-07,3.72952e-07,3.53729e-08,6.15237e-08,9.00392e-08,1.24588e-07,1.69696e-07,2.20639e-07,2.65558e-07,2.99763e-07,3.28345e-07,3.54878e-07,77.0849,77.3145,77.9217,78.8261,78.8239,77.9196,77.3135,77.0846,77.0886,77.1652,77.3359,77.5779,77.5774,77.3353,77.1649,77.0885,-999,-999
1.81,217.672,79.2909,0.480818,0,3.87928e-07,1.72978e-08,2.67559e-08,3.92882e-08,6.50955e-08,1.35985e-07,2.52254e-07,3.22918e-07,3.48541e-07,3.61086e-07,3.70682e-07,3.51357e-08,6.10849e-08,8.94395e-08,1.23855e-07,1.68754e-07,2.19407e-07,2.64119e-07,2.98192e-07,3.26613e-07,3.5294e-07,77.0878,77.3208,77.9252,78.8134,78.8112,77.9231,77.3197,77.0875,77.0892,77.1677,77.3401,77.5813,77.5808,77.3395,77.1674,77.0891,-999,-999
1.83,217.672,79.2666,0.481141,0,3.85841e-07,1.73938e-08,2.69687e-08,3.96972e-08,6.57791e-08,1.36082e-07,2.50065e-07,3.20148e-07,3.46044e-07,3.58786e-07,3.685e-07,3.49075e-08,6.06633e-08,8.88647e-08,1.23152e-07,1.67851e-07,2.18222e-07,2.62734e-07,2.96683e-07,3.24949e-07,3.5108e-07,77.0908,77.3269,77.9284,78.8008,78.7986,77.9263,77.3258,77.0905,77.0898,77.1702,77.3442,77.5846,77.5841,77.3436,77.1698,77.0897,-999,-999
1.85,217.672,79.2428,0.481454,0,3.83835e-07,1.74885e-08,2.71794e-08,4.0102e-08,6.64489e-08,1.36173e-07,2.47964e-07,3.17472e-07,3.43633e-07,3.56569e-07,3.664e-07,3.46876e-08,6.02581e-08,8.83135e-08,1.22479e-07,1.66983e-07,2.17082e-07,2.61402e-07,2.95231e-07,3.2335e-07,3.49293e-07,77.0937,77.3329,77.9313,78.7883,78.7862,77.9292,77.3318,77.0934,77.0904,77.1727,77.3482,77.5879,77.5874,77.3477,77.1723,77.0903,-999,-999
1.87,217.672,79.2195,0.48176,0,3.81906e-07,1.7582e-08,2.7388e-08,4.05027e-08,6.71051e-08,1.36259e-07,2.45946e-07,3.14887e-07,3.41303e-07,3.54431e-07,3.64378e-07,3.44758e-08,5.98685e-08,8.77848e-08,1.21834e-07,1.6615e-07,2.15984e-07,2.60118e-07,2.93833e-07,3.21813e-07,3.47575e-07,77.0967,77.3388,77.934,78.7759,78.7739,77.932,77.3377,77.0963,77.0911,77.1752,77.3523,77.5911,77.5905,77.3517,77.1749,77.091,-999,-999
1.89,217.672,79.1968,0.482057,0,3.8005e-07,1.76743e-08,2.75946e-08,4.08993e-08,6.77479e-08,1.36339e-07,2.44006e-07,3.12388e-07,3.3905e-07,3.52367e-07,3.6243e-07,3.42716e-08,5.94936e-08,8.72773e-08,1.21215e-07,1.6535e-07,2.14927e-07,2.5888e-07,2.92487e-07,3.20333e-07,3.45922e-07,77.0996,77.3445,77.9365,78.7637,78.7617,77.9344,77.3435,77.0993,77.0918,77.1777,77.3562,77.5942,77.5936,77.3556,77.1774,77.0917,-999,-999
